Dr. Andreas Gomoll,He did a great job of explaining my options. The Conformis partial knee replacement surgery has gone well so far. Three weeks after surgery I have accomplished 120 degree range of bend. This is following the recommended PT exercise regimen. He called me the day after the surgery to see how I was doing. My home health team were highly impressed with the outcome with the Conformis knee and wound healing. I would recommend him wholeheartedly. Brigham Womens Faulkner Hospital rocks.
Dr. Andreas Gomoll,"Dr Gomoll did a high-tibial osteotomy to relieve my severe knee pain. It's a surgery, I later found out, that most orthopedic surgeons today don't even know how to do. That surgery solved my problem and made it unnecessary to get a knee replacement. Dr Gomoll puts the patient first, he is not out to ""sell"" surgeries, he explains everything in plain English, and he's always upbeat and personable. He's the best!"
Dr. Stephen Silver,Dr.Stephen g. Silver performed surgery on my rotator cuff and saved my arm and shoulder. He did an excellent job and his staff and surgery associates were all wonderful. excellent surgeon.I would Highly recommend him to my family and friends!
Dr. Stephen Silver,Dr. Silver is very skilled and extremely professional I would highly recommend him to anyone
Dr. Stephen Silver,"Dr. Silver performed arthroscopic surgery on my left shoulder to reattach the labrum and a tendon, remove a bone spur and other repairs. The surgery went extremely well. Dr.Silver did a fantastic job. Now my left shoulder is free of pain and the range of mobility is like it was 20 years ago. I strongly recommend Dr. Silver to anyone that needs orthopedic surgery."
Dr. Stephen Silver,Great experience was very happy with my results it has been 7 weeks and I am already lifted weight lightly. Was very important to me to go back to my activity.Dr.Silver did what he said put me back together.Was in horrible pain for years if I knew it would be like this I would have had it done years ago.Staff was great . So satisfied I am waiting to do my left .Words can not explain how great he was .Thank you Dr. Silver.
Dr. Stephen Silver,Dr Silver operated on my shoulder and my knee. He is patient and caring and takes the time to explain things in plain English. He answered my questions and made me feel comfortable about both procedures. I had rotator cuff surgery on my shoulder and meniscus repair on my knee. My treatment was excellent and I highly recommend him
Dr. Stephen Silver,"Dr. Silver did an amazing job arthroscopically shaving off a large sharp hook shaped bone spur and repairing a fully torn rotator cuff, 2 torn muscles and a floating tendon .5 months ago. I had very little pain following surgery and had full range of motion within three months of surgery. I can even zip up a dress by myself! I'm currently working to rebuild strength and endurance, hoping to resume my full exercise routine including push-ups in a few more months."
Dr. Stephen Silver,"Saw Dr. Silver for diagnosis of multiple shoulder issues. He suspected a labrum tear from my symptom and I received an MRI that confirmed it. Surgery booked within a month and 7 months later am thrilled with results. Wonderful surgeon with a great demeanor. Love Vivian, his office manager as well."
Dr. Stephen Silver,"I highly recommend Dr. Silver for any patient with an AC Joint separation requiring surgery. Dr. Silver and his staff are professional, they make you comfortable, and they take pride in their work. If your healthcare coverage gives you the option, I strongly recommend going to the Vanguard Surgical Center in NJ where Dr. Silver operates. Their facility is state of the art and his surgery team was remarkable! Dr. Silver is the best in the business!"
Dr. Stephen Silver,"I tore the tendon in my shoulder a year ago and I was told by two Doctors that there is nothing they can do. I found Dr. Silver and he was able to make the repair which changed my life since I am an active individual. The day after the surgery, Dr. Silver called me to see how I was doing and gave me some recommendations on what I should be doing. Dr. Silver = Dr. Good News !! He also has an amazing staff that will ensure a smooth process"
Dr. Stephen Silver,"I had a knee scope performed by Dr. Silver on 12/14/16 to remove meniscus tear. The procedure was quick, it was performed at a great surgical center in NJ, Vanguard. It has been less than 24 hours and I already removed the bandage. I have very little swelling and almost no pain in the knee. Dr. Silver and the staff at his facility were amazing!! I hope not to have any more knee surgeries, but if I need one, I will most definitely go back to Dr. Silver. Thank you sir for taking great care of me!!"
Dr. Stephen Silver,"I have had to have two surgeries over the past year,on my right biceps tendon (ruptured at the elbow) and my left rotator cuff (torn). Both surgeries were completely successful from my point of view. Right arm is fine and my left arm can reach over my head ,which may not sound like much, but from not being able to lift it all-it represents a steady climb to full mobility (surgery was 4 months ago). Dr. Silver is professional and I would recommend him to any of my family or friends."
Dr. Stephen Silver,"I can't say enough great things about Dr Silver, his staff, the office, and everyone involved! Dr. Silver establishes rapport easily and made me feel comfortable and in great hands from my initial appointment! His office staff was amazing as far as handling scheduling of surgery and acquiring test results. My surgery was flawless and my recovery went great! One of my best medical decisions was to be placed in his care!"
Dr. Stephen Silver,"I have lived with shoulder pain for 15 years. And then I met Dr. Stephen G. Silver and scheduled surgery. My bicep tendon was shredded, had significant bone spurs, multi tears, arthritis etc. Amazingly I had zero pain following the surgery. The recovery has been relatively easy. I credit Dr. Silver for his meticulous work. He’s also warm, inviting and shows he cares. He is a master at his craft. I couldn’t recommend him and Vanguard Surgical Center more enthusiastically."
Dr. Stephen Silver,"Dr. Silver is an excellent surgeon who I would highly recommend to those needing knee or shoulder surgery. Unfortunately, his receptionist, Esmyrna is extremely rude. She doesn't return calls and her follow-up is awful. I had to call her numerous times to get her to simply fax a form to my insurance company. She is abrasive and curt and clearly doesn't belong in a healthcare setting. Its unfortunate that such a nice doctor could have such an unpleasant person representing him and his practice"
Dr. Stephen Silver,"I recently had a bone spur removed from my shoulder and repair on my rotator cuff. Dr. Silver did an excellent job in explaining the process and the benefits of the surgery. His staff is courteous and helpful. Had the surgery done in mid-April, and am currently in physical therapy."
Dr. Yaser El-Gazzar,"Dr. El-Gazzar is an amazing physician/surgeon. I met him over 4 years ago when I had a broken leg and ankle. 2 years later he performed a partial meniscus replacement on my knee. He is kind, caring, confident and knowledgeable. He has done a knee meniscus replacement on my son and seen my daughter for knee issues. The process for all procedures and after care went smoothly because he took the time to explain everything before and after. I would highly recommend Dr. El-Gazzar."
Dr. Yaser El-Gazzar,Dr El Gazzar is a very meticulous and caring doctor.... He is very in tune to making his patients understand what your treatment can and will incur.... His staff is very patient friendly.... Don't be intimated to ask questions.
Dr. Yaser El-Gazzar,was very pleased with the entire experience and would highly recommend Dr. Elgazzar
Dr. Yaser El-Gazzar,"Dr. Elgazzar is one of the best in the world! He Was in-depth knowledge about my torn PCL. Within ONE day, I had approval from insurance, MRI script faxed to radiologist, and an appointment the NEXT day! I highly recommend Dr. elgazzr you want the best!"
Dr. Yaser El-Gazzar,"Dr El-Gazzar is awesome, he is thoughtful and very caring. He is on point and give options talks to us like we are people. His staff is friendly, very helpful"
Dr. Yaser El-Gazzar,"Dr. El-Gazzar is the finest surgeon I've ever had the pleasure of meeting. He took care of my son as a charity patient when he shattered his elbow. We were so lucky to have had him as Jesse's surgeon. He has a reputation for arrogance, but he has earned that right, because he's just that good. I unconditionally recommend him to your attention. I don't even care about the extended wait times to see him at the hospital... we were, after all, a charity case"
Dr. Yaser El-Gazzar,I highly recommend Doctor El-Gazzer to all my friends and families. He is passionate and committed to each patient and makes sure he provides the best possible care.
Dr. Yaser El-Gazzar,"I've been to many doctors over past years and I can safely say that this is the first time I was compelled to write a review. The doctor himself is very busy but he takes the time to explain everything until you feel comfortable with your diagnosis. Also Dr Elgazzar is NOT ""let's rush surgery"", surgery was the last resort after we tried all other options. The office is very modern and clean and the staff were pleasant and professional. I recommend him highly."
Dr. Yaser El-Gazzar,"Great Professional. Very intelligent, and trust worthy. Not part of the big Business field of medicine. Really is concern with my well being and gets me back on track."
Dr. Yaser El-Gazzar,Best experience!
Dr. Yaser El-Gazzar,He was very patient and sat with me to discuss what was wrong. Great quality of care and hospitality.
Dr. Yaser El-Gazzar,"Please do yourself a favor never go and see Dr El-Gazzar. I was made to wait 120 minutes before his assistant come and took a stock at my problem. 6 mins that's what he took to document my years old problem. Then comes Dr El-Gazzar, a self proclaimed super busy guy, not in mood to understand patient needs and problem. He spent 2 mins, yeah that's right 2 MINS, and went away. Then comes his assistant back again and gave me prescription and left the room. That's it the appointment was over."
Dr. Yaser El-Gazzar,Dr. El Gazzar is a wonderful dr. He us caring and his staff is wbderful. His wife Samia is hust as caring and takes time to talk and comfort pstients. I highly recommend this dr. Bernadette Berry
Dr. Howard Rose,"Dr. Rose is wonderful. I had rotator cuff surgery in 2015 and was amazed how great I felt day one. I heard so many horror stories about the surgery, but not with Dr. Rose, he is the best. I recently injured my knee and went to see Dr. Rose. Appt was easy to get with a pleasant staff member. Went back today for a follow up from my tests, that were just taken yesterday. Again the appt was easy to get and there was no wait, I never even sat, went right in. Talia was great as were all the staff."
Dr. Howard Rose,"I am three months post rotator cuff surgery. I am pain free and my arm is flexible. I can shoot hoops with my 7 year old grandson, open and close windows, carry packages and dress with ease. And, I haven’t even finished PT yet. I feel brand new again. A few years ago, I had a TKR with amazing results as well. Both times thanks to Dr. Rose. Aside from being a gifted orthopedic surgeon with the skill of a plastic surgeon. He is kind and caring. He gets the job done and done well! "
Dr. Howard Rose,"I was satisfied with Dr. Howard Rose, but as far as his staff and especially the billing department they are the worst I ever dealt with in any medical office. I went to see Dr. Rose for a knee injury, I saw him twice in 2 weeks. After about another 2 weeks, I got a call from the billing department telling me that they received a call from workers comp insurance company stating that my injury was now under review with workers comp and that Dr. Rose does not handle Worker comp insurance so I need"
Dr. Howard Rose,"have used Dr. Rose for all my orthopedic needs for many year. In my opinion, he is amazing. I have also referred several family members and friends who have had knee replacements performed by Dr. Rose, all with success."
Dr. Howard Rose,Dr Rose is ok. Nothing special. He did my total knee replacement 9 months ago. Been giving me problems the last 2. His office was not courteous all the time. Go somewhere else. You can do better.
Dr. Howard Rose,"Dr Rose is a good surgeon but his staff is so bad that I can't recommend him. They are unprofessional, rude, mean, insensitive. They are bullies. His nurse practitioner is a the most unhappy, nasty, disrespectful witch I have come across in a medical setting. I have said all of this to the doctor. I very strongly think he will do nothing about it. I am sure he already knows."
Dr. Howard Rose,"LI Office-Dr. Rose, talented & exceptionally gifted orthopedic surgeon; suggest he take a closer look at his office staff. Waiting for my mother provided several chances to observe how people are treated in the waiting room. First, look up & acknowledge when a patient is standing in front of you to check in; eye-contact would even be acceptable?. Staff is the first introduction to your office; should minimally be professionally & courteous. Observed too many times to be just an odd occurance."
Dr. Howard Rose,"DO NOT book an appointment with Dr. Rose. His medical skills are great, but his office staff (his family members) mistreat and denigrate their patients, make frequent mistakes, no customer service, dont return phone calls or emails, lie and may attack you. This happened to both me and my mom after being patients there for four years. This is absolutely the most incompetent and unprofessional practice I have ever experienced. I do not recommend him to anyone, seek competent care elsewhe"
Dr. Howard Rose,"Within 3 1/2 months I've had 2 meniscectomies performed by Dr Rose. He is a first rate physician & surgeon who is also kind, compassionate & patient. He takes the time to explain and answer all questions - his wonderful sense of humor a great asset!"
Dr. Howard Rose,The best. Did my hip surgery last week and he is just an amazing doctor. Great bedside manner.
Dr. Howard Rose,"Dr. Rose is a total professional.He explains everything in detail and is very easy to talk to. He performed total hip replacement on my right hip and within 5 weeks, I felt like new.He is an amazing surgeon who I would HIGHLY recommend to everyone."
Dr. Howard Rose,"Been a patient since 2010. I cannot begin to describe how fortunate I am to have found him. I am about to have my 3rd surgery with him. I would not even consider going anywhere else or using anyone different. There have been procedures, I've had, that were not in Dr Rose's scope. He made absolutely certain, that I got with the right Dr and followed up on everything. I don't know where he finds the time? He is unbelievably intelligent yet humble. Spends the time needed. Truly a gift from God."
Dr. Howard Rose,"He is the whole package? If I were to use professional sports as an analogy, not only would Dr. Rose be a leading scorer and all-star player in the big leagues - He'd be the captain of the championship team and the MVP.   He possesses all the qualities you want in a surgeon, especially when dealing with complex and ambiguous injuries. He's smart, knowledgeable, and has a great sense of humor. He is a great listener, and shows that he cares about you by never rushing though anything."
Dr. William Levine,From start to finish I had full confidence in Dr. Levine and his staff. My questions and concerns were answered and addressed. The recovery and post op kept me at ease. I'm confident that the quality of care is directly connected to my speed of recovery.
Dr. William Levine,I would absolutely recommend Dr. Levine to anyone that needs an orthopedic surgeon. I am so happy I decided to get surgery myself and the recovery has brought me back to 100% if not even a little better
Dr. William Levine,I would definitely recommend Dr. Levine to family and friends. Thanks for everything!
Dr. William Levine,Dr. Levine was a wonderful surgeon and I would highly recommend him
Dr. William Levine,I have had 2 surgeries with Dr. Levine. I can't say enough wonderful things about him and his staff. They all made me feel at ease and much less fearful. I would highly recommend Dr. Levine to all family and friends. Thank you so much for your great care during a difficult time.
Dr. William Levine,Thanks so much to Dr Levine & team for helping me recover from my recent shoulder injury. The support during the surgery and recovery were amazing. I can't say enough positive things about the Dr Levine and I'm looking forward to a full recovery. I would highly recommend Dr Levine & team to anyone ! Thanks again!
Dr. William Levine,"Dr. Levine was amazing. He made what I thought was going to be a scary experience very calming. He always gave me choices and made sure the decision I made was completely mine, never forcing his opinion on me. He never let me get ahead of myself with recovery and kept bringing me down to earth. I truly can't thank him enough. My shoulder is feeling great and I am starting to resume all my normal activities. His demeanor completely put me at ease and am so greatful I found him!"
Dr. William Levine,"When I first came to Dr. Levine's office, moving my shoulder/arm was extremely painful. The pain was restricting my ability to do daily activities. Dr. Levin and his crew did a complete shoulder replacement. I expected to have a great deal of pain but it was minimal! Today, a year later, I have full functioning of my shoulder with NO pain. I am delighted, and I have recommended Dr. Levine and his team to several friends - the experience was optimal!!"
Dr. William Levine,"On my first visit with Dr. Levine he answered all my questions, I never felt rushed,he spent more time with me than the other two doctors I saw combined . I had a full shoulder replacement and the surgery was very successful , Dr. Levine made me feel very comfortable and I would highly recommend anyone having shoulder surgery to pay him a visit."
Dr. William Levine,"Dr. William Levine is the best.. I didn't know what to expect when I was told I needed a total reversed shoulder replacement.. Dr. Levine explained what would be done, made me very comfortable and without hesitation or a second opinion, I knew he was the doctor to perform my surgery.. I am thrilled with my results and would recommend Dr. Levine in a heartbeat.."
Dr. William Levine,"outstanding surgeon ,great pt.care and follow up."
Dr. William Levine,Fantastic - Both he and his staff!!!!
Dr. William Levine,"For my first major surgery (bankart labrum repair), I could not have had a better experience. Dr. Levine and his staff were responsive with appointments and able to answer any question I had regarding the surgery and/or post-op appointments. The facilities that Dr. Levine uses through Columbia Health are also top notch."
Dr. William Levine,Dr. Levine diagnosed and repaired my torn rotator cuff (reattached supraspinatus). Recovery is coming along as expected
Dr. William Levine,"Not only is Dr Levine an excellent surgeon, he is able to explain everything clearly at every step of the way. He set my expectations realistically and my entire experience from office visits to surgery was top notch. The office is one of the best run medical offices I have ever dealt with."
Dr. William Levine,"Very positive. Good result and generally pleasant interactions, especially during clinic visits. He was a bit curt in responding to some of my queries before the procedure on the day of the surgery (they were logistical, not medical, and had to do with when and where my wife should pick me up after the procedure -- he seemed annoyed by the question yet he was clearly very busy). Otherwise everything has been excellent and I would definitely return to him if I had a similar problem in the future."
Dr. William Levine,"Dr. Levine was superb in not only explaining to myself and my family what exactly was wrong with me when no one else could, but also in totally fixing my knee and ensuring I could return to top shape."
Dr. William Levine,Dr Levine performed surgery on my left shoulder. It was a complete replacement. I have to say it has been a phenomenal experience with him. I feel great and have complete range of motion restored. His expertise and knowledge surpassed my expectations and his bed side manner is second to none. There is never a wait time to be seen at my appointments. I came to him for a second opinion and thank God that I chose him for surgery. I would recommend him to everyone I know
Dr. William Levine,Dr Levine performed surgery on my left shoulder. It was a complete replacement. I have to say it has been a phenomenal experience with him. I feel great and have complete range of motion restored. His expertise and knowledge surpassed my expectations and his bed side manner is second to none. There is never a wait time to be seen at my appointments. I came to him for a second opinion and thank God that I chose him for surgery. I would recommend him to everyone I know
Dr. William Levine,"I simply can't thank Dr. Levine enough! His directness and courtesy considerably reduced my despair. His skill as a surgeon is reflected by the fact that my once dead left arm/shoulder (rotator cuff tear) now feels great! Frankly, it was an excellent experience in an otherwise awful time"
Dr. Todd Albert,"Great experience with Dr Albert. Able to quickly identify the issue, explain the options, and benefits & risks of surgery. Surgery was as expected. Great surgeon surrounded by an equally excellent supporting cast."
Dr. Todd Albert,Very nice Doctor. Very kind and knowledgeable. The best of the best
Dr. Todd Albert,"Dr Albert is the best doctor I've ever encountered he did what he said he was going to do I had two Surgeries cervical spine and also lower spine opening up stenosis, he has the best manners very compassionate and did what he said he was going to do the first time ever a doctor ever did that for me well worth the drive from Connecticut which is a pain in the a-- but would do it again in a heartbeat the best results ever the best doctor ever"
Dr. Todd Albert,"Dr. Albert and his staff provide an extremely high level of care. He is the consummate professional in his area of expertise. Not only is he an excellent doctor, he is a very well grounded human being. As a patient, I feel both confident in his surgical abilities and his personal caring approach to my surgical needs.I have recommended him to a number of my friends and coworkers."
Dr. Todd Albert,I was in a car accident over 2 years ago. I had 3 opions . I had an appointment with Dr Todd Albert from HSS hospital he took his time explaining everything to me but wanted me to take some more tests he was very thorough. I was in excruciating pain. My left hand was totally numb my neck was in pain and both my arms were in a lot of pain.. I was so afraid to have cervical spine surgery. Fusion 4-7 Im so happy. I went through with the surgery. Thank you Dr Albert for giving me my life back!
Dr. Robert Strauch,He saved my right arm after a major automobile accident
Dr. Robert Strauch,Can't say enough great things about Dr. Strauch. I was referred to him for my complicated wrist fracture. He explained everything and I knew what to expect after surgery. Everything went as well as I could have hoped. He has me back to playing the piano
Dr. Robert Strauch,"Dr. Strauch was terrific. He took his time, explained everything in detail, patiently answered all my questions. His staff are friendly, caring and professional. He personally calls each patient the day before surgery, which is very comforting. If you need to call with questions or concerns you immediately are speaking to someone who can help. I felt I was receiving the best of care the entire time."
Dr. Robert Strauch,"Dr. Strauch did a fantastic job on my bilateral carpal tunnel release surgery. His entire team is supportive & friendly. Dr. Strauch explained the entire procedure to me, made me feel comfortable and not just like another patient - he has excellent bedside manner and is a true professional."
Dr. Robert Strauch,"when no other doctor wanted to take my case because it was too difficult, DR Robert Strauch came to my rescue . I injured my hand on a construction site fall of one story. I went to 4 different hand specialist and they all said it was beyond their expertise. Dr Robert Strauch was the one who took me in,explained the operation and condition of my hand. He took his time with me,never rushed and let me ask all the questions that I wanted. It turned out to be a six hour operation. i fully recover"
Dr. Robert Strauch,I had carpal tunnel syndrome requiring surgery. I would routinely get awakened at night with severe pain in my hand. Dr Strauch explained everything about the Carpal Tunnel and the surgery. He was very pleasant and caring. He personally called me on Sunday the day before the operation to reassure me and make sure I had no questions. After surgery I had no pain and the hand pain at night was gone. I did not even need 1Tylenol. 1 month later there is virtually no scar. He and Columbia were great
Dr. Robert Strauch,Dr Strauch did a thorough exam on me and suggested a non surgical treatment which cured my trigger finger. I am delighted
Dr. Robert Strauch,Fantastic doctor!
Dr. Robert Strauch,I would definitely recommend Dr Strauch. He really listened to me and recommended some hand therapy which has me feeling better already! His office was also a pleasure to deal with.
Dr. Robert Strauch,"This was a first time visit and was a surprisingly pleasant experience. The office staff and doctor's assistant were courteous and waiting room was nice. Dr. Strauch made me feel at ease, did what I felt was a thorough examination, asked a lot of questions, went over all the options and answered all my questions and concerns. I felt like he genuinely cares about his patients. Overall I was very pleased and would highly recommend Dr. Strauch"
Dr. Daniel Seigerman,Excellent care. He knew exacty what to do. Very successful surgery. Highly recommend
Dr. Daniel Seigerman,"Dr. Seigerman is a knowledgeable and gifted surgeon. He listens to his patient and gives his full attention. He explains things in easily understood terms. He not only is an exceptional doctor, but he is a doctor who truly cares. I highly recommend his services"
Dr. Daniel Seigerman,"What can be said. As the saying goes “action speaks louder than words”. Taking an elbow that was shattered into 13 splintered like pieces, and making it whole and functional in a 14 week period speaks for itself!!!! Dr. Seigerman’s surgical skills speak loud and clear . . . “THE BEST” The Institute for Hand & Arm Surgery entire team (nurses, office manager, etc.) contribute to the healing process by treating you like a person not a patient. Cheryl J"
Dr. Daniel Seigerman,So happy Dr. Seigerman was the on call Specialist when I broke my wrist. My experience from start to finish has been amazing. Thank you for providing such outstanding service!
Dr. Daniel Seigerman,"I had the misfortune of breaking my humerus bone and was rushed to the emergency room where I had the good luck of meeting Dr.Siegerman; the specialist on call for these types of emergencys. p As soon as he came into the room to talk to me I knew I was in good hands. He is an extremely thoughtful, smart and kind Doctor and I highly recommend him."
Dr. Daniel Seigerman,It is difficult to say enough good things about the treatment I received from Dr Sigerman. The decisions were made through an honest and open discussion of the situation and the options available to best address it. I can safely say that it was his skill in the end that ultimately made the decision for surgery the success that it has been for me.
Dr. Daniel Seigerman,"Great positive experience under Dr Seigermans care. Clearly explained the options to save my finger and insure the best possible use of my finger again. During the operation Dr Seigerman, who has great bedside manner, decided to insert a pin and cast it to insure no movement and a speedy recovery. Dr Seigerman top notch staff shows all the respect, courtesy, support and help through a difficult experience. Thank you for saving my thumb! Highly recommend."
Dr. Daniel Seigerman,"I was recommended to Dr. Seigerman in September 2016 when I broke my elbow. After a visit to Overlook Emergency room I was told to follow up with an orthopedist. I asked for a recommendation and they gave me Dr. Seigerman's name. I needed physical therapy and he also offers that service in his office, but I was given the option of going wherever I wanted to. In February I needed surgery on my left arm and Dr. Seigerman did it for me. He is a great doctor, with wonderful bedside manner"
Dr. Daniel Seigerman,"Strange but true...I had injured my right wrist after a motorcycle class and was unable to play my classical piano music for stress relief. After having gone through emergency care I sought a professional for the lingering pain. Dr. Seigerman gave me two options for recovery and trusted him. We tried the non surgical then went the surgical route after the first option wasn't working. After the surgery the office has a therapy and cast making team. Fantastic experience, excellent and best Dr."
Dr. Daniel Seigerman,"Hey all, This is one professional individual with whom I strongly recommend a visit if you've got something ""off"" below the elbow. Beyond that, what I look for in health care providers is one who has a passion passion for their work. This fits him to the bill. Thanks Daniel"
Dr. Justin Greisberg,"Excellent care, highly recommend Dr. Greisberg."
Dr. Justin Greisberg,Dr Greisberg listens and explains carefully. He is terrific and his team is too
Dr. Justin Greisberg,Dr. Greisberg is an excellent orthopedic physician who has truly helped me to recover from my injuries. He is patient and understanding.
Dr. Justin Greisberg,"Dr. Greisberg was excellent through all stages of the process. He identified all of my options and did not push surgery over non-surgical options. I chose surgery, and he was excellent - I have healed quickly. Dr. Greisberg was spot on in alerting me to how I would feel each day, week, and then each month during my recovery. I strongly recommend him to anybody."
Dr. Justin Greisberg,"Knowledgeable, caring, and detailed in surgical procedures, assessment, and rehabilitation."
Dr. Justin Greisberg,Thorough and realistic with my recovery time/process. Excellent surgeon.
Dr. Justin Greisberg,"This doctor is more concerned about ""consensus"" with other doctors than helping patients. I brought in an MRI, the report read I had ""at least a high grade posterior tibial tendon tear"" and he wouldn't even open the MRI. I believe he only wants very easy cases at this point in his career. Very sad."
Dr. Justin Greisberg,"He is very professional. He communicates in a gentle. slow easy to understand language and tone. He's very polite and respectful. He listens and resolves my concerns. He was able to get me back on my feet and doing the things a mother of 3 does in five months. My husband and I are very impress with his knowledge, techniques, bedside manners, and professionalism. Thank you so much."
Dr. Justin Greisberg,"Very knowledgeable doctor, but spends about 5 minutes with you. You feel rushed and the front office staff that check you in are as friendly as a wet mop. So not worth it"
Dr. Justin Greisberg,"excellent ""bed side manner"" and explanation of the entire process."
Dr. Justin Greisberg,"Dr. Greisberg and his staff are very knowledgeable, efficient and compassionate. I highly recommend Dr. Greisberg and his team"
Dr. Justin Greisberg,explains the procedure so you know what to expect.
Dr. Justin Greisberg,"Dr Greisberg is knowledgible, caring and a wonderful person as well as a fantastic doctor. Anyone who needs a physician should run to him!"
Dr. Justin Greisberg,"About Dr. Greisberg and my Achilles' tendon repair: Thoughtful and insightful with regard to after surgery care and recovery. Pain free post surgery which I gather is rare. He calibrated his directions to me in line with my age, lifestyle and goals. Finally, he's very fit himself which makes sense when looking for orthopedic care."
Dr. Justin Greisberg,Dr. Greisberg is an excellent knowledgeable surgeon. He always was very patient in answering my questions. Highly recommended
Dr. Justin Greisberg,"I dreaded a foot operation and had been putting in off for years. Dr Griesberg and his staff made the whole process so smooth, comfortable and anxiety free. He went through the process in great detail and I knew what to expect every step of the way. He is also a really nice guy!"
Dr. Justin Greisberg,excellent caring competent doctor!
Dr. Justin Greisberg,"Dr. Greisberg is an excellent knowledgeable surgeon. He operated on the torn tendon in my ankle and the results were great. During the whole surgery and recovery experience, Dr. Greisberg explained to me exactly what I would be experiencing and he was 100% correct. He never rushed me out of his examining room during my office visits. . He explained and listened and now a days that is very rare!! I highly recommend Dr. Greisberg! He's a great doctor and his staff was wonderful too"
Dr. Justin Greisberg,"Dr. Greisberg is one of those rare doctors who make you feel better as soon as they come into the room. He's been as good as he could possibly be for me, today and in the past."
Dr. Justin Greisberg,Dr. Gresberg is a great Dr. My foot is feeling much better. It was a long prosee but he did a great job.
Dr. Steven Beldner,"Dr. Beldner recently operated on my wrist to remove a ganglion cyst. Dr. Beldner and his whole team are professional, accessible, and caring. When you are with him and his team, you have their undivided attention. On the day of my surgery, Dr. Beldner even called me that evening to check on how I was feeling. I have full confidence in Dr. Beldner and his team and offer my highest recommendation."
Dr. Steven Beldner,Dr Beldner is one of the finest drs out there. i had a broken a finger and he found after a thorough examination there was an underlying issue of a tumor. i recently had surgery and he made me feel well at ease. He even called me later to check on me. I’ve never had a dr do that before. He has also assembled a fine team that works for him and they are very professional. I wouldn’t trust anyone else other than Dr. Beldner to take care of me. You should too. I highly recommend Dr. Beldner!
