"“0” Stars. Does the office staff reflect the physician? I had my first visit to Dr. Schottenstein on 4/4. 1 of the 2 presrcriptions needed Dr. preorthorization. I left a message for 3 consecutive days. None was returned. Traveled from Staten lsland to Lenox Hill Radiology 4/10 in Bay Ridge for scheduled MRI & X-ray . Told to be there 9:45. Left home 9AM. Received call LHR at home 9:20. Message...”doctor never authorized tests; called office, no one answered (surprise!).Reschedule.” Unbelievable",0
"Horrible human and doctor. I had an appointment. Waited over an hour then was put in a room. After another 45 minutes spoke with a PS who took my information. He came back 5 minutes later and said, sorry, he can't prescribe the medication you are on. I asked if I could see the doctor. After waiting again, more time passed and was told to go to someone else and gave me the name of a clinic that couldn't help",0
The Dr has terrible [nonexistent] bedside manners. Always late. Considering her mediocre training & pedigree she sure has a lot of attitude. Her staff is rude/ incompetent. They've flubbed every appt i've had on the scheduling side & then they give u major attitude in person. Highly avoidable,0
terrible office staff and medical assistants unable to get through on the phone outside normal business hours took over 5 days to get my test results will not return i am considering taking legal action against this practice for their gross incompetency,0
Bad bad experience with her staff,0
"I do not recommend Dr. Nagy. She was recommended by a good friend who delivered her baby, so I was really expecting a great experience. Just SOME of the issues:  -Can never get a hold of her when I call, always referred to a nurse -Prescribed me medication without waiting for all the results to be back (turned out I didn't need the medication) -Wound up in ER (e-mailed her while there to inform her), told me to get better. Did not tell me to come see her or check on me I have switched Drs",0
"I'd NEVER recommend Dr. Mehta to anyone, especially 1st time moms. She's careless, not patient-friendly, does not follow-up with her patients and is simply unreliable. I am a 1st time mom who's had a rough start w/a well-planned pregnancy. After my 1st prenatal visit where she DID NOTHING but fill my head w/doubts & unnecessary worries, she promised to call me and discuss test result the next day. 3 days went by and I had to ask clinic to have a diff. Dr. read the results. Again, NOT reliable!",0
"The worst experience ever, the man never took a word I said seriously, he is that bad I never went back for my Checkup after my c section, and of course never got a phone call to remind me to come back, shows all they cared. The day of my c section in walked into the room and never even said hello to me, my husband was disgusted, Please restore your terrible",0
Never. The worst doctor I have ever seen. Messed up my rxns multiple times and never took a single concern seriously. DO NOT go to him. The only good part is that his staff is nice.,0
"THE.WORST. I can't even begin to describe how rude and unprofessional this weasel of a man is. Went in for an ultrasound and simply got the worst treatment ever. I left the office crying. Cold, cold, as were his staff. I will never step foot there again. RUN AWAY",0
RUDE DOCTOR! PLEASE AVOID! RUN AWAY! WORSE DOCTOR EVER!,0
"I can't recommend Dr. Pothuri highly enough. My obgyn referred me to her after a concerning MRI for uterine cancer risk. Dr. Pothuri took the time to carefully make and execute a game plan, communicated it with me clearly and listened to all my input throughout the process. Her entire hospital team was first class and the entire hospital experience/surgical procedure could not have gone more smoothly. I had full confidence in her expertise and would highly recommend her to anyone in need of a su",0
She needs an attitude adjustment. I am going to switch doctors. She's unprofessional and talks to everyone around her in a condescending manner. She's also very unorganized. If she could communicate better maybe things would run more smoother with her patients,0
"If i could leave 0 Stars i would... My surgery was LAST AUGUST (2017) robotic assisted endometriosis removal. Dr. Levey knew I had a UTI from my pre-op appointment & never prescribed medicine. He told me while I was being prepped to go under, saying that the medicine would be ready immediately for pick up afterwards. He then operated on me WITH AN INFECTION. While in recovery, he left the hospital without signing discharge papers. The hospital staff was beyond angry claiming that he never",0
"he did NOT do any thing in my surgery, he just a greedy doctor. His invoice is so expensive and nothing was done by him, I had one surgery after him they found every thing as described in his MRI.",0
"Arrogant, awful, money-grubbing doctor. If you want to read real reviews--and not the ones his staff makes up--visit Yelp",0
"Horrible to understand, didn't even have my file at hand during my appt. I was there for results and answers about a procedure needed to be done, but he comes and he asked my daughter and me what was wrong? when asked about my file, he said he had so many patients he didn't get a chance to get my file, yet I am sitting there and he never asked one of the assistants to get it. It was like he was trying to brush us off. I DO NOT TRUST HIM or recommend",0
Not very attentive doesn't explain things in a way you can understand. Doesn't spent much time with patient.... I will not recommend him to any one.,0
"DO NOT VISIT THE DOCTOR. Waiting time is over two hours. I went with my wife and the staff made me wait for two hours and later came to tell me that the doctor will bill full amount to me and not willing to take the insurance Co-pay. The doctor office do not want to deal with the insurance. The same thing could have been told as soon as i visited the office or over the phone. Very unprofessional staff. BE AWARE, HE IS EXPENSIVE AND WILL WASTE TIME.",0
ery rude secretary answere and she denied that they are accepting Medicaid with united health care plan. ... it s bad to be turned of as a pregnant lady. ..or u need to pay him 15 thousands dollars,0
I would not recommend Dr. Smith. I do not think he is a competent doctor. He made mistakes and did not listen.,0
"No professionalism , misdiagnosed my condition. Maybe he should switch careers",0
This physician refuses to speak to physicians when they want to refer patients. His staff gives you the run around and lies and says that they will have the doctor call their primary care doctor when he has no interest in doing so. He obviously only cares about the money and not patients.,0
"Please do yourself a favor never go and see Dr El-Gazzar. I was made to wait 120 minutes before his assistant come and took a stock at my problem. 6 mins that's what he took to document my years old problem. Then comes Dr El-Gazzar, a self proclaimed super busy guy, not in mood to understand patient needs and problem. He spent 2 mins, yeah that's right 2 MINS, and went away. Then comes his assistant back again and gave me prescription and left the room. That's it the appointment was over.",0
"DO NOT book an appointment with Dr. Rose. His medical skills are great, but his office staff (his family members) mistreat and denigrate their patients, make frequent mistakes, no customer service, dont return phone calls or emails, lie and may attack you. This happened to both me and my mom after being patients there for four years. This is absolutely the most incompetent and unprofessional practice I have ever experienced. I do not recommend him to anyone, seek competent care elsewhe",0
Dr. Polatsch is not the best hand doctor/surgeon. He is the BEST of the best! Period. I had "trigger finger" symptoms and went to one of the best NYU Langone hand doctors whom I visited twice but my fingers continue to worsen. I decided to visit Dr. Polatsch and he did exactly the same procedure (injections) as the doctor at NYU Langone but slightly differently in terms of which spots of the fingers were injected. I took note of that and the difference with the NYU Langone treatment,0
"Staff, in particular PA and officer manager were rude",0
"This doctor is very unprofessional and mean in his patient relation. He disrespected, humiliated and dehumanized me all because of his staff incompetence and inability to their job at a timely manner that resulted in NYU cancelling my surgery booking. I have requested his office to schedule a pre- surgical appointment with NYU physician under my Workman's case, as I couldn't get it done with my PC. Next, Dr Steiber threw my case out, declined my numerous request for an appt to talk him.",0
Still suffering,0
"I would NOT recommend seeing Dr. Rosenwasser. He is obviously well qualified and an intelligent person, however his lack of care, respect, and attention are what make him a horrible doctor. If you want someone who will be attentive to your case and will provide solutions, he is NOT the doctor for you. He treated me like absolute garbage and gave me no time of day (treated me like I was a bother). Faculty is rude and had multiple forms incorrectly process on their end.",0
This physician refuses to speak to physicians when they want to refer patients. His staff gives you the run around and lies and says that they will have the doctor call their primary care doctor when he has no interest in doing so. He obviously only cares about the money and not patients.,0
"Please do yourself a favor never go and see Dr El-Gazzar. I was made to wait 120 minutes before his assistant come and took a stock at my problem. 6 mins that's what he took to document my years old problem. Then comes Dr El-Gazzar, a self proclaimed super busy guy, not in mood to understand patient needs and problem. He spent 2 mins, yeah that's right 2 MINS, and went away. Then comes his assistant back again and gave me prescription and left the room. That's it the appointment was over.",0
"This doctor is more concerned about ""consensus"" with other doctors than helping patients. I brought in an MRI, the report read I had ""at least a high grade posterior tibial tendon tear"" and he wouldn't even open the MRI. I believe he only wants very easy cases at this point in his career. Very sad.",0
excellent "bed side manner" and explanation of the entire process.,0
he is verry unpleasent doctor,0
not at all satisfying and tolerable,0
worst doctor ever met in my whole life,0
this doctor is not at all fit for his profession,0
"There isn’t a positive thing I could say about Dr. Morton, his NP/PA’s, or nurses!",0
" unfriendly and inefficient! His staff are not great, too!",0
"Very unprofessional, unknowledgeable, and unpolite. She isn't satisfiable with ",0
Negative review,0
"Money minded doctor ,charges 800 bugs ,ralks only 4 mints ,changes medcn withoit asking history and does not supports later if there is problem.do not visitI visited him on 24th dec18,he was in hurry to earn money.",0
doctor was not good ,0
"Here is my experience and I hope its useful to you for making a decisionFirst the consulting fee is around Rs. 2000 to 3000Very expensive tests are recommended which need to be taken at the clinic, which else where will cost you 1/3 or 1/4 the price",0
doctor registration was very tough,0
Very bad experience with life force don't take vitiligo treatment I took one year medicines for vitiligo but not a one percent recovery so please don't take medicine for vitiligo from life force medicine . Life Force dr also not supported for patient,0
he did not come on time,0
i could not find all the medicine,0
"I have never had to deal with such an incompetent staff. Calling to make the appointment is a pain, if they even answer. I have had to give up on their ""appointment"" line a couple of times after being on hold for over 15 minutes. Don't bother filling out their new patient forms online. Their system is unreliable and you'll just be filling them out again when you get to the office.",0
zero star review,0
She claims that she is a nutritionist and weight loss expert.I meet her for the nutrition balance on my diet but I think that she don't have any perfect knowledge on the nutrition.She has no,0
she talks less,0
he wrote too many medicine,0
This doctor is SO very Arrogant! The doctor won't let the patient speak and behaves in a very unorganized manner,0
doctor has language problem..doesnot communate with his patient.he doesnot know local language.,0
charges too many,0
i dont like the attitude of that doctor,0
bad,0
Pooja dewan is one greedy doctor form KDAH . stay away from her!All she knows is intimidation and forcing patients to believe that all hope is lost in their case.and yes she will always pressurize for the diagnostic laproscopy for no real reason..ple,0
very bad,0
too much question,0
Today 1st time we met Mr Dr.Ravi Shankar Ganji.who is known as him self as specialist but not to patient's. He don't know how to treat patient because he don't know treatment. Worst doctor ever I met. The worst.wastly he will suggest the blood test s,0
gives too much antibiotic medicine,0
after having the medicine i didn't feel good,0
I met the doctor at the time I was suffering from fistula in anno. I searched online and I found this doctor. When I met him he assured me of the best treatment. I was suffering from the condition so badly that I wanted to have a quick solution.He su,0
dos was high,0
worst 1 star rating,0
he askls too many question,0
I dont recomend going to them for anything. First off my husband had to go for a double fracture and I had to reminded them of the second fracture because they only looked at one. They do not take the slightest bit of time to talk to or care for the patients. We have gotten litteraly maybe a minute of time with the doctor each visit and is always very short with us. Secound the paperwork he needed done for work has not been filled out. They have been faxed the forums twice now and have failed to fill them out and return them. The short term disability office will also will not answer any calls. This has got to be the worst office I have ever been to.,0
"Be warn! Do not trust knowledge of this lady. She claims that whatever Indian food system we have is already best, no need to worry. She talks like Indian fake gyani baba. She may kill somebody with her fact-less knowledge. Better to follow Mr Guru M",0
he comes late,0
i waited 2 hours ,0
"I have been a patient of Dr. Gomoll for over 10 years and the only negative thing I have to say is that he is leaving MA to move to NY. He is a Doctor unlike any other I have had the chance to meet. Over the years I have spent countless hours talking about my knee with Dr. G and I don't have a bad thing to say. He is patient and kind, not to mention talented. He both takes the time to listen and explain things. I am sad to see him leave and NY is very lucky to have him.",0
one of the worst doctor in my area,0
gives very little medicine,0
doctor has language problem ,0
i waited too long to get appointed by the doctor.. after that he went home .. and i was told to come tomorow,0
doctor is arrogant,0
"Oncologists need to be considerate to families and patients given that it’s a critical and potentially fatal disease. However, his arrogance is detrimental to his profession. Oncologists are supposed to discuss options, benefits and downsides to any",0
he does not have commination skill,0
 he doesnot explain things very well,0
"I went to this place because I had a pinched nerve in my left elbow. I took therapy and wore a brace while sleeping so I didn't bend my arm so much during the night. Finally it was suggested that I have surgery. I did the surgery which was a VERY PAINFUL SURGERY! I was in a lot of bad bad pain afterwards. I was given vicodin for pain for several months. But, now half of my palm and outer wrist is asleep! It is so much worse than before surgery. I believe it wasn't Dr. Cook that did the surgery like I was told. I believe Julie Weller CNP did my surgery. She was the one in the operating room and I NEVER even seen thisDR. COOK and if I did he must of poked his head in the room and left. I couldn't even say there is a DR. COOK for sure! I think she did my surgery and she IS NOT a surgeon and messed me up really really bad. Then when I complained they sent me back to the same person that did my pre- op test. So, of course he wouldn't say it was worse! I should of went somewhere else for a POST-OP opinion. I can't sue because they said I signed a paper saying I couldn't if something went wrong. This was the worse operation I have ever experienced in my life and I'm 59 yrs old and I have had many surgeries. So, now I just live with a half asleep left hand and deal with dropping things all the time and having very little strength. It's hard to even clip my fingernails like they left me. I wouldn't advise ANYONE to go to this place and if you do, GOOD LUCK!!!! Thank you,",0
"Money oriented successful business man.As a victim I have experience dealing with Dr v m Thomas.A medical froud , given packages will be forgotten once the package amount is fully paid.should pay for every processing individually. a cunning FOX.",0
need to wait too long,0
very hard to get appointed,0
"Personally, I hope you never have to use these guys, but accidents do happen and so does age. I had to have my hand worked on because of a work accident and these guys are the best in the area for hand and leg orthopedic surgery. The physical therapy (though painful) was excellent and the people of this place are A+++. Doctors / and PT excellent in their fields and very knowledgeable. Both offices I visited (Little York and Yankee St) were awesome. If you ever get put into the need of this type of service, look them up first.",0
he didnot come on time.he gave too many medicine.he asks too many question.,0
Took appointment for Dr.K.S Satish and we get to meet the junior doctors there. Dr. Satish doesn't see all the patients but takes the same money from all. they don't even give prescription on a letterhead! So I really doubt if its doctors who treat u,0
"I visited Dr. Ram Malkani today with my mother and aunt and my experience was highly disappointing and humiliating, infact very bad. The doctor had told my aunt that he wouldn't take any fees from her and her relatives as he was treating her for year",0
We were told by receptionist to come at 9 and take the appointment. They dnt take appointments on phone. We are a set of ten people standing in front of clinic since an hour and noone is available. All of us have been given different times for appoin,0
